袄	3757
磺	3756
疱	3755
汛	3754
诧	3753
坂	3752
皋	3749
拂	3748
篱	3746
倘	3745
痉	3744
剁	3856
锵	3741
冗	3739
裂	1737
岭	1729
郡	2696
亩	1732
岸	1280
跃	1721
敌	1712
千	847
肪	1705
彭	1704
踏	1907
柑	3890
壮	1697
昊	3472
桂	1696
镶	3329
丢	1691
钧	2743
秒	1711
姜	1679
嫖	2840
贿	1673
辅	1671
灭	1701
谭	2301
谨	2162
泪	1656
碰	1655
账	1178
侦	1652
慢	1152
契	1650
漂	1724
邳	5343
兼	1644
巧	1642
篮	1771
忍	1641
晔	3765
外	148
界	546
猎	2118
灰	1700
匀	3062
扫	1635
U	1634
礤	5112
v	1026
俪	3014
镯	3935
萃	3574
委	218
活	222
数	266
禾	2962
匝	2895
鳝	5158
奓	4579
魏	1625
烦	1621
静	1205
穷	2023
闷	2325
酆	4055
溅	3271
饯	4484
尝	1619
寓	1618
腹	1616
炙	3336
赌	1614
瞰	3750
且	651
拖	1609
棚	1972
妃	2022
抿	4977
甜	1604
统	354
鳕	4884
谕	4433
甘	1603
税	1053
废	1601
同	109
屏	1599
仁	1592
鸠	4340
蹊	3500
k	1586
鄞	4480
蜍	4011
立	287
觅	3237
圾	1583
墒	4630
淼	3904
疲	2147
哄	2324
详	1576
挺	1570
肝	1835
發	5427
餮	4584
蜜	1567
漱	3082
酩	5387
卷	1565
轩	2266
忿	4448
恒	1561
燕	1559
y	1257
珏	4690
佛	1557
饼	2203
狐	2779
氰	3653
泛	1552
烁	2876
跌	1545
驾	1024
漫	1544
谌	3773
堵	1543
跚	4482
垒	2905
畅	1537
沉	1535
尊	1532
字	699
拼	1529
娃	1539
摊	1687
呈	1524
杜	1523
槌	4277
坡	1521
超	459
瓮	4594
誉	1516
鸨	5019
疼	1672
帅	1512
贯	1241
扰	1600
镰	5045
锏	4224
绢	3983
舍	1504
楔	4571
刷	1502
熊	1500
侍	2963
\	4773
睐	2736
岩	1495
怜	2744
扣	1494
帐	2916
拔	1490
秋	1489
蘑	3153
偶	1513
跸	5394
傅	1485
茂	2416
辑	1871
欠	1481
溴	5335
狂	1479
戛	4134
砖	2224
乳	1478
您	1477
靼	5356
疏	1924
拮	3815
慰	1474
w	1472
梯	1465
洑	4951
甙	4324
绮	2934
浓	1463
船	1029
鞑	5154
俩	1637
仝	3422
跆	5143
N	1094
暗	1460
纫	4707
骁	3463
洛	1458
持	269
R	1453
吐	1452
祠	3386
瓯	3805
坛	1451
逯	4319
W	1702
钩	2459
瞪	3513
氏	1448
哪	875
钢	1450
泉	1447
奋	1446
俗	1445
漷	4318
混	1542
鲍	2380
锁	1444
猪	1439
繁	1438
纽	1435
辛	1506
蒙	1433
萨	1432
易	577
弱	1413
热	464
奚	3613
經	5412
偿	1270
箱	1407
飒	4672
栾	4164
私	932
佯	4211
妨	2387
佬	3166
滨	1538
盟	1373
丙	2953
莫	1401
胃	1400
常	215
砟	5347
榈	4445
乔	1689
凝	1965
犊	4554
赫	1491
胜	1081
煤	1390
颖	1385
趣	1467
蛎	3912
蹭	3116
劇	4816
讷	4361
欲	1382
蓝	1380
昭	2206
宽	1379
氯	3311
脂	1376
洼	3293
赖	1893
意	186
扎	1365
逄	3978
隅	3239
祥	1514
拆	1303
雅	1362
豫	2449
役	1722
ｅ	4524
讽	2793
儿	256
谅	2618
圩	3616
格	341
诞	1995
涞	5025
圣	1719
队	343
瓢	3791
哲	2214
慜	5375
曼	1358
岳	1763
啊	1357
糖	1355
衍	2749
捐	1402
哀	2535
泊	2443
递	1351
篇	1551
翱	4620
誓	2446
亲	419
嫔	3245
跨	1343
杯	1577
鲁	1342
煮	2021
月	56
暂	1340
搞	1339
灵	1338
愕	3554
摩	1337
蔡	1336
２	1585
胆	1663
雪	800
残	1333
矾	4815
亮	727
锋	1693
叉	2308
滢	4784
蛙	3212
忆	1327
河	609
乌	1322
禀	3635
锲	4248
癌	1319
润	1317
矛	1649
宅	1310
挞	4676
凌	1308
雳	3954
萌	1548
蛟	3717
垚	4550
震	1293
龛	3857
兵	863
膛	3867
谓	1289
赴	1546
瓶	1588
籍	1287
跤	3590
符	1286
子	50
淏	5345
薏	4181
累	1285
苏	839
贷	1284
杭	1708
亢	3232
刺	1283
褓	4844
跳	1281
卯	4922
啖	4839
迪	1279
ω	3494
宿	1441
诊	1275
萼	4624
履	1562
宇	1273
踹	3397
饰	1271
虱	4765
甲	1269
梅	1266
豆	1265
嗝	3615
塔	1278
诚	1261
铿	3952
恶	1254
４	2302
圆	1253
虎	1251
阴	1541
咦	4863
蜇	4856
巾	2332
涧	3421
婵	4852
X	1669
芝	1975
欧	1249
刀	1248
堑	4896
铮	2938
菁	3573
庭	748
丹	1245
冠	1366
址	1643
窸	5238
英	578
噩	2724
撞	1237
闾	4778
撤	1866
霾	1497
敢	1234
贸	1233
暨	2423
诗	1228
娱	1227
彻	1220
捎	3974
冯	1219
懈	2675
聘	1627
捞	2229
著	1214
娳	4821
脯	3876
险	661
题	200
俅	5175
泔	4696
援	1211
羹	3091
翻	1210
劵	5245
句	1209
婆	1206
-	656
张	204
呛	3495
散	1204
囡	5183
肺	1898
侑	4039
潜	1200
竞	1198
蔽	2488
鲑	4748
粮	1190
京	253
喉	2638
茴	4429
矿	1436
刻	969
才	441
迷	1188
唱	941
藉	3249
灾	1182
咎	3322
c	1180
b	1483
庄	1170
宜	1169
浆	2547
鸩	4749
既	1165
邓	1217
V	1160
恩	1151
伊	1149
锜	4961
零	1147
可	83
服	325
鉴	1520
轶	3743
塑	1706
缢	3796
借	990
制	158
谛	4904
云	865
始	417
涓	4865
什	589
野	1139
雨	1135
伸	1725
驿	3308
溪	1718
歧	2398
直	310
封	1133
洗	1131
阶	1127
朱	1126
谁	1125
炸	1124
朵	2412
苗	1664
县	385
池	1558
群	446
涨	952
尤	1183
奥	895
迟	1658
结	294
扮	1602
从	156
纠	1456
面	99
莞	2563
十	298
状	783
睡	1116
谏	3712
献	1111
唯	1110
爷	1302
设	198
吗	1109
最	123
尴	2343
释	1107
敏	1105
颍	3113
碍	1810
郑	1104
功	596
舰	1103
围	663
菠	2829
脚	1102
辱	2260
偷	1243
践	1264
冥	3593
责	389
盛	1181
宋	1099
篡	3464
怕	1097
h	1096
其	117
彩	1092
槿	3191
此	170
却	559
灯	1344
坊	1988
赔	1360
:	1085
咚	4139
疫	1518
辰	2567
盗	1394
忙	1084
郭	1083
跑	975
溟	4955
榜	1493
査	5334
冼	4697
敛	2643
曜	5388
屋	1082
幄	4965
阅	1563
慨	2228
盅	4923
狙	3358
缴	1579
档	1080
脊	2892
享	1077
莱	1531
汕	3388
淹	3079
幡	4422
沁	3169
毽	4372
鲨	2684
袤	4254
告	304
戾	4918
眉	2291
戴	1277
症	1157
兢	3598
洋	1073
尚	1072
科	340
绫	4574
郎	1684
钳	3505
邵	1065
瘙	4460
喻	2317
薰	3903
Q	1442
丝	1058
钟	814
”	16
郅	2433
厂	1057
币	958
茕	5232
崽	3929
矩	2695
痈	4450
辉	1503
哥	1055
曦	3321
被	110
娜	1258
龄	1054
栢	5072
菰	4938
琳	1951
痞	4118
映	1052
唏	3604
Ｄ	3909
沟	1375
筹	1356
粹	2629
I	1050
末	1260
岺	5306
硬	1230
梦	1048
惋	3586
攻	1176
试	501
贵	1045
桓	3235
词	1075
肤	1412
竟	1031
地	42
Ｔ	4180
旨	2171
码	1022
聚	1018
糍	4518
守	1016
揖	4662
腻	2533
探	1014
勇	1294
夫	499
鹌	4220
谙	3972
剧	543
遁	4289
牛	1008
化	142
虑	1136
﹑	4942
冷	1007
嗅	3818
具	538
未	428
枪	1334
紫	1574
签	1002
甭	4446
彼	2191
龟	2986
射	1095
洪	1416
昏	2013
竹	1530
廷	1946
鸾	4107
练	1001
朽	3548
亓	4770
胡	1000
库	1250
予	999
田	996
异	995
疗	818
彗	3977
撒	2006
卞	3688
膨	3002
努	1162
培	992
介	520
谆	4519
仰	2313
恸	4661
靠	991
舛	4629
咒	3261
尼	985
竣	2701
喔	4021
旧	1038
轮	984
继	721
玉	983
史	678
迅	1299
编	965
换	964
臻	3393
桃	1657
刊	1534
逋	5421
了	12
返	1199
幅	961
刑	960
酋	3716
床	1114
间	152
★	2489
藏	957
诺	1268
蚕	3737
牒	4257
赂	2657
鲤	3481
绿	1062
琶	4487
硕	1942
截	1061
久	947
画	944
匍	4544
勉	2690
印	855
谄	4751
革	531
盏	3873
逆	1953
订	943
珐	4317
削	2495
鱼	940
太	432
于	66
喂	2518
冬	934
癫	3659
训	931
时	26
娓	4375
召	1006
涂	2112
孙	929
倒	925
妹	1298
暌	5052
Ｍ	4101
凉	1837
叩	4213
倍	922
恐	1341
坍	3708
尾	1429
丰	921
楼	593
纷	919
固	1231
肥	918
嘱	2415
乎	917
翊	3542
敬	1486
巡	1236
萤	4250
须	915
嫌	913
铁	540
怀	910
曝	909
衣	908
抱	1300
焱	4390
蚀	2911
铝	2913
弹	905
鹜	4741
浩	1610
徊	3195
躏	2799
杀	927
穿	893
阡	5327
乱	1175
础	1011
虽	744
仗	2290
祉	3274
晾	3344
挖	1654
兰	889
叽	4226
峰	888
颦	4991
茹	3309
坷	3524
鲜	887
索	884
徒	1564
频	880
旁	1314
蕲	4091
庆	900
齐	1129
差	879
弋	3178
翟	3204
咔	4622
六	878
聂	2961
篓	3636
奇	877
讼	2093
痿	4368
濛	2870
夜	876
鲶	4108
激	862
挂	1208
师	445
汇	1202
赵	860
瞑	5059
谯	4189
皂	2843
湮	4914
昂	2305
埇	3845
麻	1263
良	858
恺	1515
一	5
０	1426
南	229
版	854
赶	853
乘	850
姻	1847
陆	849
挚	2847
艇	1714
毒	845
澍	4233
昆	1958
每	321
毫	1387
嗯	3405
叫	937
‰	4082
味	859
蹂	2798
朋	840
请	668
麼	5202
佟	2109
芮	4191
匠	3330
古	694
為	4234
货	837
珠	1707
思	648
扼	3672
驶	1069
潘	1573
拜	1267
载	981
飞	713
饭	835
束	1146
菅	3852
租	833
姬	3214
吉	1119
筏	4747
退	832
座	831
m	830
O	1226
毡	4455
卉	2976
困	851
岛	829
储	1584
冻	1799
丈	1306
洁	1229
夺	1403
摄	828
惯	1350
自	67
邨	4084
炀	4062
s	827
染	825
验	634
枝	2395
蹲	2522
蟆	4670
占	824
步	407
鸿	2087
玟	4069
那	357
勿	2771
樨	5271
徽	1153
瀛	3628
条	395
葬	1851
庑	5274
或	392
翰	2516
团	488
(	391
路	174
牦	4994
俯	2914
华	377
逝	2400
端	1039
物	220
木	986
村	331
游	412
确	376
障	789
投	482
奢	1873
哭	1547
州	375
痪	2713
墁	5055
整	406
几	374
下	72
半	662
运	313
篦	4976
认	264
绯	2569
凰	2758
疾	1242
逐	1037
？	353
虔	4098
湾	896
传	351
搭	1225
场	118
猾	4199
漯	3987
辆	669
违	756
烂	2047
闻	685
涕	3719
本	125
孱	5404
诸	1678
~	2227
系	243
惹	2359
霭	4766
硫	2620
态	573
缘	1613
曹	1594
和	24
厦	1098
导	226
e	583
柯	2134
据	154
井	1475
谱	2149
领	327
伪	1872
绩	1115
眙	5428
房	246
己	244
携	1581
知	324
谟	4244
稿	1753
掠	3131
草	1090
树	1201
件	260
任	224
涩	2828
跋	3703
选	408
案	280
好	112
窃	1692
）	317
Ⅲ	4304
胞	1661
箔	5248
骨	1163
话	309
随	452
禁	901
[	719
﹗	4943
感	308
还	90
火	371
垭	4752
众	326
偏	1389
俄	1079
黢	5201
店	567
扔	2278
喳	4326
倾	1668
密	781
硌	4675
肋	3469
标	306
孩	369
绎	2405
臼	4933
樊	2951
窦	2472
决	388
哟	4012
保	160
宠	2034
败	1025
徘	3194
离	529
扩	1174
伟	1064
你	300
蜓	5030
帖	1499
/	290
抨	3942
影	332
购	507
际	541
基	289
桥	967
丽	810
都	88
芜	2365
趋	1648
况	444
胀	2223
現	5098
计	288
链	1683
咀	3332
苹	1595
新	58
诱	1956
糠	4689
替	1645
菲	1222
做	286
率	667
在	7
汰	2086
鸽	2975
擞	4824
醛	3273
谢	892
虬	5047
批	580
给	281
便	519
家	36
阑	4081
（	316
茶	1232
癣	4643
拢	2966
二	274
璜	4724
乡	674
橹	5103
g	1255
惧	2545
棵	2856
铂	4345
协	465
迥	3697
钤	5242
暮	3503
横	1681
晚	312
楷	3121
旗	1443
Ｃ	3698
绒	2479
崔	1638
熟	1120
办	252
丧	2106
少	267
菡	5066
沈	1297
殴	2273
拥	1021
夕	1392
疆	1186
絮	3120
教	335
让	270
珍	1408
握	1397
褶	3686
明	168
浜	4761
伴	1123
瑛	3039
觉	568
贝	1527
贱	3078
见	381
积	590
隐	1158
荣	1143
B	906
入	172
党	361
忪	5021
珂	4061
栖	2778
上	21
质	399
该	258
手	176
笛	3627
龋	4826
羽	2016
琦	2152
收	254
友	251
.	209
司	250
搂	3543
忽	1789
惶	4016
旭	2391
瘢	4264
妒	3124
偃	4947
蟊	4728
遭	841
他	44
煜	3510
反	386
世	468
阁	2205
改	238
爱	390
坳	4642
壤	2318
述	968
愿	791
处	237
打	235
迫	1507
舞	971
穆	2351
垃	1582
连	571
布	356
称	231
媞	4526
片	422
彬	2145
泵	3268
瓣	3269
金	187
陕	1121
日	28
肯	1117
总	277
钞	2499
以	43
疑	701
汽	1004
泡	1739
勅	5408
遂	2213
第	208
矸	4049
D	926
拘	1640
互	883
福	526
羊	1624
焰	2808
啻	5315
应	227
江	453
呀	2353
论	512
答	1051
客	305
邬	4652
执	611
顾	903
接	225
严	460
孃	5294
非	400
摇	1647
薷	4646
蜒	4281
抵	1420
判	842
堆	1628
弟	1141
佼	3435
更	223
助	532
f	1698
狰	4745
津	1370
淡	1560
周	345
样	295
稀	1928
净	1470
喋	4680
惠	1177
水	190
瓷	2277
部	68
伤	632
纵	1667
瑟	2494
垢	3097
矫	2980
调	214
亘	5145
倡	1980
默	1419
解	211
疝	5244
琵	4239
境	587
四	415
荠	4117
凤	1774
懂	1748
是	10
痼	4192
涛	1476
抽	1332
谍	2470
餐	769
院	205
衫	2663
紧	684
秦	1517
淮	1842
勾	2498
捕	1377
７	2476
骗	970
病	456
貌	1651
务	153
爰	5250
澳	1346
途	1112
祖	1440
景	759
酬	2044
弦	3225
监	414
疡	3096
些	199
禽	1695
霆	2594
殿	2272
争	625
倦	3133
坝	2478
摒	3802
主	96
掸	3727
毁	1591
甸	2583
拒	1321
傥	5192
配	612
丐	4295
嘈	3910
藻	3100
动	81
暧	3208
距	1192
罕	2181
谈	779
首	360
桎	5230
长	93
熏	2786
居	516
施	405
学	84
陌	2113
法	89
,	466
强	219
操	1235
镜	1307
农	358
焗	5268
唇	2419
吸	826
坦	1168
纯	1395
沾	2715
壳	2329
：	63
容	509
朕	4113
叔	1727
很	165
盆	2312
斤	1461
鳄	3461
者	78
拉	553
雇	2384
我	39
仪	1282
仇	2394
财	706
琛	3625
们	71
掳	4183
隋	2633
祝	1492
楂	3276
台	248
瑶	2651
美	171
融	864
研	427
族	930
归	1138
睾	3217
泌	2195
育	418
断	624
赛	670
完	348
煲	3319
囊	2261
5	77
A	703
越	484
杷	4428
权	481
祭	2397
盖	1071
记	115
定	107
叭	3571
酣	3779
依	638
亡	987
品	206
专	387
拟	1653
城	210
高	86
级	349
行	38
喊	1694
祺	3304
4	75
油	731
僻	3069
括	886
前	61
智	980
锤	2773
也	54
到	25
检	514
坏	1195
博	470
追	890
嬅	4729
啧	4024
眼	660
萱	3545
臭	2238
鸳	4075
磅	2760
荼	3700
套	815
损	1005
藤	2544
春	275
茜	2168
妁	5075
迄	2732
社	242
煕	5222
宸	4971
泥	1735
罢	2602
龙	584
